method,version,n,d,noise_sd,mae,rmse
knn,complex,1000,2,0.1,0.20646277912680483,0.2730878444567917
knn,complex,1000,2,1,0.26503568081253853,0.33550976952088746
knn,complex,1000,5,0.1,0.7294547482443606,0.8268350649209526
knn,complex,1000,5,1,0.7342656510969131,0.8464938082662958
knn,complex,1000,10,0.1,1.016030994211821,1.0981798832220553
knn,complex,1000,10,1,1.021315896162018,1.1162925557476338
knn,simple,100,2,0.1,0.31928793135950356,0.42902867440801357
knn,simple,100,2,1,0.6169908344200553,0.7708707451908151
knn,simple,100,5,0.1,0.547094283088917,0.7762283824810934
knn,simple,100,5,1,0.7803232118577187,1.007040471311188
knn,simple,100,10,0.1,0.5880914519562527,1.1864332834878917
knn,simple,100,10,1,0.859913311894913,1.3629547028811022
knn,simple,200,2,0.1,0.22813783167941348,0.30896706019760173
knn,simple,200,2,1,0.43820926233149593,0.548107036972015
knn,simple,200,5,0.1,0.40254866412679824,0.5466515221720418
knn,simple,200,5,1,0.5529995583778139,0.7066953877662785
knn,simple,200,10,0.1,0.4793874993811382,0.83566760654392
knn,simple,200,10,1,0.6340749271696359,0.9467312985819982
knn,simple,500,2,0.1,0.1358198648255345,0.18463208638856185
knn,simple,500,2,1,0.26724403341093783,0.3328335245448683
knn,simple,500,5,0.1,0.2672423651796884,0.35314500533379833
knn,simple,500,5,1,0.35338641487289174,0.4475378815145015
knn,simple,500,10,0.1,0.35251927423861995,0.5633557704343113
knn,simple,500,10,1,0.4347765487901838,0.6294644725343814
knn,simple,1000,2,0.1,0.09728281799687283,0.13156716197531151
knn,simple,1000,2,1,0.19211201945695813,0.23843600791560213
knn,simple,1000,5,0.1,0.18833816297171543,0.24744638500512775
knn,simple,1000,5,1,0.24683408371103951,0.31190305705435867
knn,simple,1000,10,0.1,0.2651429239682438,0.3871542385790165
knn,simple,1000,10,1,0.31802687152912373,0.4356975547848485
trf,complex,100,2,0.1,0.30052690456304243,0.35930582277576745
trf,complex,100,2,1,0.5665349983231599,0.6873352373376688
trf,complex,100,5,0.1,0.47988090071386474,0.5351693918586667
trf,complex,100,5,1,0.821516873717128,0.9477149032529917
trf,complex,100,10,0.1,0.6396133769755599,0.6994766647578478
trf,complex,100,10,1,1.0311408521532766,1.1564030654735893
trf,complex,200,2,0.1,0.11256140785456373,0.14558281132660256
trf,complex,200,2,1,0.41316718749477677,0.5077384296156537
trf,complex,200,5,0.1,0.17787579635210446,0.21260464696704925
trf,complex,200,5,1,0.5040027175605211,0.6033980373337785
trf,complex,200,10,0.1,0.23808471651831553,0.27279899781748024
trf,complex,200,10,1,0.6437433570987368,0.7422659218589017
trf,complex,500,2,0.1,0.05726500763773287,0.08027000147595803
trf,complex,500,2,1,0.3380607095155856,0.4211043379355106
trf,complex,500,5,0.1,0.06987898334705307,0.09615852000686843
trf,complex,500,5,1,0.30690354347063215,0.37958914233323227
trf,complex,500,10,0.1,0.08610783177185119,0.11562543657162715
trf,complex,500,10,1,0.313222010484502,0.38437822875580635
trf,complex,1000,2,0.1,0.047234752756236564,0.06875859165371091
trf,complex,1000,2,1,0.3143349435829289,0.3944206506099699
trf,complex,1000,5,0.1,0.050474784934551306,0.07617681178340874
trf,complex,1000,5,1,0.2563260793118602,0.3229300461575063
trf,complex,1000,10,0.1,0.056582657336441654,0.08370742320250685
trf,complex,1000,10,1,0.25211479185408464,0.31254180905319506
trf,simple,100,2,0.1,0.2708711241800113,0.3548825702172031
trf,simple,100,2,1,0.4566800098967839,0.5645325927161898
trf,simple,100,5,0.1,0.46939111561780605,0.6209151481119897
trf,simple,100,5,1,0.5480450695068263,0.7006414090107335
trf,simple,100,10,0.1,0.696581651385617,0.9508860626558217
trf,simple,100,10,1,0.7370928341809405,0.9737224419854421
trf,simple,200,2,0.1,0.21471168589651657,0.29351709577727453
trf,simple,200,2,1,0.4212174459393547,0.5287178114228924
trf,simple,200,5,0.1,0.4135005012204839,0.5686736885435016
trf,simple,200,5,1,0.4962892981801075,0.6521759201116482
trf,simple,200,10,0.1,0.6265246059995566,0.938730867399394
trf,simple,200,10,1,0.6519979607921974,0.9400401212771307
trf,simple,500,2,0.1,0.12210050938407004,0.1696075922344337
trf,simple,500,2,1,0.35959069961637125,0.452042020736091
trf,simple,500,5,0.1,0.3710507435522686,0.5249469489201107
trf,simple,500,5,1,0.44757202613102814,0.599419871747106
trf,simple,500,10,0.1,0.5678074280081165,0.9499018050397084
trf,simple,500,10,1,0.5926798977833659,0.945263718899891
trf,simple,1000,2,0.1,0.08071964172295432,0.11065134861158049
trf,simple,1000,2,1,0.3376035629650282,0.4242814797727866
trf,simple,1000,5,0.1,0.32347406824972924,0.4748114269350139
trf,simple,1000,5,1,0.3973931559165008,0.5423406054474258
trf,simple,1000,10,0.1,0.4978419287142418,0.8618255326585917
trf,simple,1000,10,1,0.5248535329951645,0.8608394052443312
grf,complex,100,2,0.1,0.538900605821332,0.6030710496396774
grf,complex,100,2,1,0.6640883066152252,0.7728328830722959
grf,complex,100,5,0.1,0.48336466018493685,0.5327824617012316
grf,complex,100,5,1,0.7782864264524402,0.8855446714066979
grf,complex,100,10,0.1,0.5522899290573116,0.6074191101459033
grf,complex,100,10,1,0.964934568345863,1.080306371510914
grf,complex,200,2,0.1,0.2705350551821231,0.30382648526282596
grf,complex,200,2,1,0.39784040151778205,0.4787496229613463
grf,complex,200,5,0.1,0.25738799537945745,0.2884780058486251
grf,complex,200,5,1,0.4761621148947161,0.5545055938127181
grf,complex,200,10,0.1,0.3736688305299737,0.4129349420675281
grf,complex,200,10,1,0.5247596940150688,0.6033949891536454
grf,complex,500,2,0.1,0.17333258262524986,0.1980214195145695
grf,complex,500,2,1,0.28787280421819594,0.3464306639545916
grf,complex,500,5,0.1,0.22553591451943344,0.25265504593668037
grf,complex,500,5,1,0.32916818841117096,0.3864435713030781
grf,complex,500,10,0.1,0.2102440770800842,0.24051718523442575
grf,complex,500,10,1,0.3362744378341767,0.39787700102444706
grf,complex,1000,2,0.1,0.10817646973979604,0.14376950026378663
grf,complex,1000,2,1,0.21615930779499942,0.26570995705260736
grf,complex,1000,5,0.1,0.12205112013358334,0.15475115709845252
grf,complex,1000,5,1,0.23986411934385798,0.29128103278536316
grf,complex,1000,10,0.1,0.11236671451305279,0.14729891473691267
grf,complex,1000,10,1,0.2678225263238178,0.31703221055136577
grf,simple,100,2,0.1,0.12750507323966412,0.15908964242787577
grf,simple,100,2,1,0.2560917897283275,0.28206461924338055
grf,simple,100,5,0.1,0.33322438277043936,0.3832232937275638
grf,simple,100,5,1,0.3944364988301921,0.45093989427042713
grf,simple,100,10,0.1,0.5668483754090937,0.6130981259499477
grf,simple,100,10,1,0.5778730519899293,0.6294165304291259
grf,simple,200,2,0.1,0.08211595632300063,0.10318128803187882
grf,simple,200,2,1,0.18569539937669166,0.21067344141775368
grf,simple,200,5,0.1,0.25063204997205757,0.3242412631104813
grf,simple,200,5,1,0.31504416897845444,0.389579115642686
grf,simple,200,10,0.1,0.4630560011283396,0.5423306490259217
grf,simple,200,10,1,0.4546995044465677,0.5275229943688619
grf,simple,500,2,0.1,0.044509762046364545,0.0572613075824401
grf,simple,500,2,1,0.128724026068878,0.1498298578037879
grf,simple,500,5,0.1,0.20308800033558835,0.28016136718608126
grf,simple,500,5,1,0.27218969461833553,0.35176889938345357
grf,simple,500,10,0.1,0.38436364009041485,0.4991819515653904
grf,simple,500,10,1,0.40899414897169745,0.5181432459251747
grf,simple,1000,2,0.1,0.03454442980842218,0.04505319154575916
grf,simple,1000,2,1,0.08610894853627392,0.10050432183699405
grf,simple,1000,5,0.1,0.15293941870596464,0.22178168770208717
grf,simple,1000,5,1,0.21431138885670722,0.28732268297000435
grf,simple,1000,10,0.1,0.29751233225052914,0.4187183013555376
grf,simple,1000,10,1,0.3303957889019129,0.4498927915629326
